Attack, Defense
0.20720151351805413, 0.23026406823506143
0.26875, 0.26666666666666666
0.09375, 0.2222222222222222
0.25, 0.2
0.125, 0.2
0.2625, 0.2088888888888889
0.25, 0.19111111111111112
0.1875, 0.28888888888888886
0.25, 0.2222222222222222
0.15625, 0.2
0.21875, 0.28888888888888886
0.25, 0.2222222222222222
0.25, 0.26666666666666666
0.03125, 0.2222222222222222
0.275, 0.26666666666666666
0.1875, 0.2
0.09375, 0.26666666666666666
0.09375, 0.2
0.25, 0.2
0.25, 0.17777777777777778
0.175, 0.23555555555555555
0.21875, 0.28888888888888886
0.1875, 0.2222222222222222
0.1875, 0.2222222222222222
0.21875, 0.2
0.21875, 0.24444444444444444
0.25, 0.17777777777777778
0.21875, 0.2222222222222222
0.21875, 0.2
0.2625, 0.2222222222222222
0.2375, 0.21333333333333335
0.25, 0.26666666666666666
0.21875, 0.24444444444444444
0.21875, 0.2222222222222222
0.21875, 0.2
0.15625, 0.2222222222222222
0.25, 0.28888888888888886
0.15625, 0.2
0.11875, 0.36
0.275, 0.22666666666666666
0.09375, 0.2
0.25, 0.2222222222222222
0.25, 0.1688888888888889
0.25, 0.24
0.1375, 0.24444444444444444
0.1875, 0.2
0.15625, 0.35555555555555557
0.28125, 0.25333333333333335
0.15625, 0.2
0.25, 0.28888888888888886
0.21875, 0.2
0.24375, 0.2
0.21875, 0.2
0.2625, 0.2
0.15625, 0.2222222222222222
0.21875, 0.24444444444444444
0.10625, 0.24444444444444444
0.28125, 0.23555555555555555
0.25, 0.18666666666666668
0.26875, 0.21777777777777776
0.26875, 0.27111111111111114




0.5284634339332683, 0.30878411699621866
0.48125, 0.3466666666666667
0.49375, 0.3244444444444444
0.53125, 0.26666666666666666
0.5, 0.28444444444444444
0.54375, 0.36444444444444446
0.5625, 0.3333333333333333
0.48125, 0.3244444444444444
0.5625, 0.35555555555555557
0.5625, 0.3333333333333333
0.54375, 0.26666666666666666
0.5, 0.3333333333333333
0.53125, 0.35555555555555557
0.49375, 0.26666666666666666
0.49375, 0.3244444444444444
0.53125, 0.28888888888888886
0.53125, 0.3333333333333333
0.5, 0.35555555555555557
0.5625, 0.3111111111111111
0.5625, 0.25333333333333335
0.5, 0.3111111111111111
0.49375, 0.28888888888888886
0.5, 0.26666666666666666
0.5, 0.28888888888888886
0.53125, 0.28888888888888886
0.5375, 0.2577777777777778
0.5, 0.35555555555555557
0.5625, 0.35555555555555557
0.53125, 0.28888888888888886
0.53125, 0.3333333333333333
0.525, 0.35555555555555557
0.50625, 0.3688888888888889
0.4875, 0.28
0.55, 0.27555555555555555
0.53125, 0.26666666666666666
0.54375, 0.3111111111111111
0.5625, 0.27555555555555555
0.53125, 0.37777777777777777
0.5, 0.28444444444444444
0.5625, 0.3111111111111111
0.54375, 0.26666666666666666
0.50625, 0.27555555555555555
0.5625, 0.3422222222222222
0.5625, 0.24444444444444444
0.5125, 0.2577777777777778
0.5625, 0.35555555555555557
0.5, 0.28888888888888886
0.5, 0.28888888888888886
0.5, 0.28888888888888886
0.575, 0.27111111111111114
0.5, 0.28888888888888886
0.53125, 0.29777777777777775
0.5625, 0.27555555555555555
0.54375, 0.3688888888888889
0.525, 0.32
0.54375, 0.3111111111111111




0.5907395632527981, 0.46287142977391993
0.59375, 0.4666666666666667
0.5625, 0.4
0.5625, 0.4888888888888889
0.53125, 0.5111111111111111
0.59375, 0.4
0.6875, 0.4444444444444444
0.59375, 0.4222222222222222
0.625, 0.4222222222222222
0.59375, 0.4888888888888889
0.5625, 0.4
0.5625, 0.4
0.59375, 0.4222222222222222
0.61875, 0.4444444444444444
0.5625, 0.4222222222222222
0.59375, 0.4222222222222222
0.65, 0.4444444444444444
0.525, 0.49333333333333335
0.54375, 0.4577777777777778
0.66875, 0.5022222222222222
0.53125, 0.4666666666666667
0.59375, 0.5333333333333333
0.65625, 0.5555555555555556
0.5625, 0.5333333333333333
0.625, 0.4444444444444444
0.53125, 0.4488888888888889
0.59375, 0.4222222222222222
0.59375, 0.4222222222222222
0.59375, 0.4222222222222222
0.625, 0.4444444444444444
0.5625, 0.5333333333333333
0.53125, 0.4888888888888889
0.64375, 0.5688888888888889
0.59375, 0.4888888888888889
0.65, 0.47555555555555556
0.6375, 0.52
0.625, 0.4888888888888889
0.53125, 0.52
0.59375, 0.5155555555555555
0.65625, 0.5111111111111111




0.310268983684341, 0.34580099191099795
0.3625, 0.3333333333333333
0.34375, 0.4
0.28125, 0.28888888888888886
0.21875, 0.3333333333333333
0.28125, 0.4
0.3125, 0.3111111111111111
0.3125, 0.4888888888888889
0.34375, 0.28888888888888886
0.21875, 0.4222222222222222
0.35625, 0.3333333333333333
0.21875, 0.35555555555555557
0.28125, 0.3333333333333333
0.3125, 0.28888888888888886
0.375, 0.37777777777777777
0.3125, 0.35555555555555557
0.28125, 0.28888888888888886
0.28125, 0.4222222222222222
0.25, 0.37777777777777777
0.34375, 0.3111111111111111
0.3125, 0.26666666666666666
0.225, 0.32
0.34375, 0.3288888888888889
0.21875, 0.37777777777777777
0.28125, 0.28888888888888886
0.34375, 0.28888888888888886
0.36875, 0.35555555555555557
0.3125, 0.3333333333333333
0.28125, 0.4222222222222222
0.3375, 0.35555555555555557
0.34375, 0.28888888888888886
0.28125, 0.37777777777777777
0.28125, 0.4
0.28125, 0.32
0.34375, 0.3111111111111111
0.3125, 0.35555555555555557
0.34375, 0.36
0.3, 0.28888888888888886
0.3625, 0.37777777777777777
0.3125, 0.4177777777777778
0.34375, 0.3111111111111111
0.375, 0.35555555555555557
0.33125, 0.3333333333333333
0.3125, 0.4
0.34375, 0.28888888888888886
0.28125, 0.38222222222222224
0.3125, 0.28888888888888886
0.3125, 0.37777777777777777
0.21875, 0.35555555555555557
0.38125, 0.3511111111111111
0.3125, 0.3111111111111111
0.31875, 0.32
0.26875, 0.31555555555555553
0.29375, 0.27555555555555555




0.340548918405201, 0.18997189412778173
0.275, 0.19555555555555557
0.35625, 0.2577777777777778
0.29375, 0.1688888888888889
0.36875, 0.23555555555555555
0.34375, 0.2222222222222222
0.31875, 0.13333333333333333
0.34375, 0.1111111111111111
0.34375, 0.17333333333333334
0.3125, 0.15555555555555556
0.325, 0.15555555555555556
0.40625, 0.17777777777777778
0.28125, 0.2222222222222222
0.3125, 0.2
0.375, 0.24444444444444444
0.3125, 0.08888888888888889
0.29375, 0.19111111111111112
0.40625, 0.17777777777777778
0.28125, 0.15555555555555556
0.28125, 0.17777777777777778
0.375, 0.2222222222222222
0.28125, 0.17777777777777778
0.375, 0.24444444444444444
0.26875, 0.17777777777777778
0.28125, 0.13333333333333333
0.26875, 0.19111111111111112
0.3125, 0.2
0.375, 0.24444444444444444
0.375, 0.24444444444444444
0.36875, 0.17777777777777778
0.29375, 0.1688888888888889
0.36875, 0.23555555555555555
0.28125, 0.2
0.34375, 0.15555555555555556
0.33125, 0.23555555555555555
0.28125, 0.17777777777777778
0.3125, 0.2222222222222222
0.375, 0.17777777777777778
0.375, 0.24444444444444444
0.34375, 0.24444444444444444
0.28125, 0.15555555555555556
0.375, 0.13333333333333333
0.3125, 0.17777777777777778
0.34375, 0.1111111111111111
0.34375, 0.24444444444444444
0.3625, 0.14222222222222222
0.36875, 0.2
0.375, 0.17777777777777778
0.34375, 0.15555555555555556
0.40625, 0.2
0.3125, 0.13333333333333333
0.40625, 0.2
0.28125, 0.2
0.40625, 0.15555555555555556
0.3125, 0.1111111111111111
0.34375, 0.25333333333333335
0.34375, 0.24444444444444444
0.4125, 0.1688888888888889
0.34375, 0.1111111111111111
0.28125, 0.15555555555555556
0.34375, 0.17777777777777778
0.40625, 0.13333333333333333
0.34375, 0.15555555555555556
0.34375, 0.24444444444444444
0.40625, 0.2
0.26875, 0.1688888888888889
0.28125, 0.2
0.33125, 0.17333333333333334
0.2875, 0.21333333333333335
0.3125, 0.1111111111111111
0.375, 0.1288888888888889
0.375, 0.13333333333333333
0.26875, 0.19111111111111112
0.28125, 0.1288888888888889
0.38125, 0.17333333333333334
0.34375, 0.24444444444444444
0.3125, 0.16444444444444445
0.3625, 0.18666666666666668
0.375, 0.17777777777777778
0.40625, 0.17777777777777778
0.40625, 0.15555555555555556
0.35, 0.15555555555555556
0.35625, 0.2
0.3625, 0.17777777777777778
0.3125, 0.17777777777777778
0.3125, 0.1511111111111111
0.34375, 0.17777777777777778
0.28125, 0.14222222222222222
0.3, 0.19111111111111112
0.3, 0.19111111111111112
0.3, 0.19111111111111112
0.3125, 0.2
0.34375, 0.12
0.325, 0.2222222222222222
0.28125, 0.15555555555555556
0.375, 0.2222222222222222
0.41875, 0.13333333333333333
0.375, 0.15555555555555556
0.28125, 0.15555555555555556
0.28125, 0.2
